controller,trajectory,rms_ex,rms_ey,rms_ez,rms_3d,ess_ex,ess_ey,ess_ez,mean_u1,max_u2,max_u3,max_u4,duration
cascaded_pid,figure8,0.015783224709573225,0.04939099537425449,0.12460108276206121,0.13495929175781318,0.01541795404123452,0.010084559208415413,0.12433111443720975,0.37253338700736516,5.887898292580526e-07,3.715222534161356e-08,3.807072918064818e-09,30.909999999999997
